"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0885705142224774,0.0178802402022006,0.015042183181353,0.0194331100297035,0.0059003384029187,0.0101558461124981,0.0124538519756698,0.0090399079432833,0.0195733147643473,0.0116689084446363
"2",0.0178802402022006,0.0932385593764253,0.00203887492234188,0.0105182318008151,0.0247823802364379,0.0224528518886137,0.0218945274376033,0.00738910062760166,0.0059966361914653,0.00959732779476483
"3",0.015042183181353,0.00203887492234189,0.0978076537933751,0.0209694628380717,0.0182934885322577,0.00474273989141393,0.0103774107067003,0.0170206768813534,0.0164954076668552,0.00615803736032087
"4",0.0194331100297035,0.0105182318008151,0.0209694628380717,0.112698590211259,0.0302404122698541,0.0350917233332862,0.00749408502012996,0.0138101032280135,0.0204988475146297,-0.00424349482418408
"5",0.0059003384029187,0.0247823802364379,0.0182934885322577,0.0302404122698542,0.126615732112844,0.029596899370856,0.000897506047222195,0.0190987178092058,0.02109918049158,0.00174314782916387
"6",0.0101558461124981,0.0224528518886137,0.00474273989141393,0.0350917233332862,0.029596899370856,0.110847482801511,0.0103596211652093,0.011618559298994,0.00407939887926438,-0.00854545066051876
"7",0.0124538519756698,0.0218945274376033,0.0103774107067003,0.00749408502012997,0.00089750604722219,0.0103596211652093,0.100685123583972,0.00385877649695173,-0.00232256939108978,0.0278650810150426
"8",0.00903990794328329,0.00738910062760165,0.0170206768813534,0.0138101032280135,0.0190987178092058,0.011618559298994,0.00385877649695175,0.110626797057414,0.015954326376329,-0.016881470706671
"9",0.0195733147643473,0.0059966361914653,0.0164954076668551,0.0204988475146297,0.02109918049158,0.0040793988792644,-0.00232256939108976,0.0159543263763291,0.121637694738823,0.0149806046440774
"10",0.0116689084446363,0.00959732779476483,0.00615803736032087,-0.00424349482418407,0.00174314782916386,-0.00854545066051874,0.0278650810150425,-0.016881470706671,0.0149806046440773,0.103680912981929
